N,T,Total_T
39700,27,1083514
39800,27,1086225
39900,33,1089145
40000,28,1091844
40100,25,1094453
40200,19,1097238
40300,36,1100078
40400,31,1103004
40500,36,1106030
40600,25,1108906
40700,27,1111850
40800,25,1114670
40900,30,1117548
41000,16,1120439
41100,17,1122952
41200,18,1125632
41300,25,1128300
41400,34,1131116
41500,23,1133890
41600,16,1136649
41700,23,1139438
41800,25,1142285
41900,25,1144888
42000,16,1147661
42100,29,1150313
42200,20,1152937
42300,29,1155517
42400,33,1158443
42500,23,1161250
42600,31,1163961
42700,31,1166919
42800,30,1169796
42900,26,1172798
43000,26,1175872
43100,30,1178689
43200,33,1181505
43300,29,1184411
43400,35,1187158
43500,26,1189877
43600,26,1192618
43700,30,1195780
43800,19,1198685
43900,31,1201481
44000,24,1204285
44100,25,1207176
44200,31,1209825
44300,35,1212677
44400,39,1215493
44500,21,1218427
44600,19,1221576
44700,30,1224496
44800,27,1227380
44900,26,1230497
45000,21,1233622
45100,21,1236292
45200,25,1239041
45300,24,1241859
45400,24,1244382
45500,32,1247384
45600,25,1250287
45700,18,1252927
45800,24,1255760
45900,25,1258715
46000,20,1261522
46100,27,1264460
46200,31,1267304
46300,30,1270320
46400,25,1273265
46500,20,1276062
46600,26,1279241
46700,37,1282179
46800,20,1285281
46900,21,1288200
47000,26,1290895
47100,23,1293858
47200,23,1296702
47300,23,1299552
47400,24,1302359
47500,20,1305225
47600,20,1308237
47700,25,1311223
47800,26,1314289
47900,30,1317242
48000,24,1320178
48100,22,1322918
48200,19,1325867
48300,32,1328697
48400,19,1331728
48500,23,1334794
48600,27,1337871
48700,32,1340706
48800,20,1343591
48900,20,1346552
49000,41,1349397
49100,32,1352407
49200,16,1355478
49300,30,1358060
49400,20,1360857
49500,24,1363509
49600,23,1366172
49700,17,1368874
49800,24,1371265
49900,36,1373876
50000,26,1376564
50100,31,1379406
50200,29,1382147
50300,24,1384670
50400,25,1387094
50500,18,1389569
50600,18,1392214
50700,24,1395058
50800,23,1397712
50900,34,1400448
51000,25,1403463
51100,25,1406223
51200,16,1409408
51300,17,1411835
51400,26,1414365
51500,30,1417096
51600,18,1419909
51700,26,1422719
51800,25,1425298
51900,26,1428057
52000,24,1430742
52100,19,1433328
52200,32,1436161
52300,24,1438883
52400,19,1441511
52500,25,1444225
52600,26,1446839
52700,31,1449618
52800,23,1452470
52900,26,1455090
53000,24,1458113
53100,26,1461081
53200,21,1464019
53300,18,1466809
53400,23,1469620
53500,32,1472398
53600,26,1474933
53700,30,1477922
53800,24,1480623
53900,24,1483253
54000,24,1485948
54100,39,1488727
54200,30,1491554
54300,24,1494687
54400,24,1497656
54500,30,1500327
54600,18,1503319
54700,31,1506155
54800,23,1509246
54900,27,1513403
55000,25,1516359
55100,37,1519426
55200,19,1522618
55300,28,1525674
55400,25,1528511
55500,25,1531268
55600,18,1534182
55700,19,1537016
55800,31,1539845
55900,21,1542470
56000,30,1545367
56100,20,1548120
56200,20,1551053
56300,31,1553972
56400,24,1557016
56500,31,1560145
56600,31,1563232
56700,27,1566169
56800,27,1569057
56900,19,1571781
57000,24,1574636
57100,28,1577545
57200,26,1580466
57300,36,1583573
57400,25,1586362
57500,35,1588910
57600,28,1591755
57700,18,1594448
57800,18,1597200
57900,25,1599904
58000,24,1602702
58100,38,1605534
58200,26,1608585
58300,32,1611413
58400,24,1614313
58500,24,1617243
58600,19,1620186
58700,25,1623159
58800,31,1625959
58900,29,1628783
59000,27,1631424
59100,28,1634407
59200,27,1637310
59300,33,1640142
59400,17,1643198
59500,25,1646184
59600,26,1649044
59700,34,1651946
59800,31,1654773
59900,31,1657869
60000,34,1660677
60100,26,1663653
60200,27,1666633
60300,21,1669190
60400,33,1672464
60500,20,1675181
60600,41,1677979
60700,41,1680993
60800,19,1683725
60900,21,1686669
61000,19,1689702
61100,33,1692745
61200,27,1695714
61300,27,1698669
61400,27,1701561
61500,24,1704562
61600,25,1707397
61700,17,1710362
61800,24,1712951
61900,25,1715814
62000,26,1718907
62100,19,1721840
62200,21,1724827
62300,27,1727622
62400,19,1730672
62500,19,1733730
62600,18,1736516
62700,37,1739376
62800,31,1742061
62900,31,1744999
63000,26,1748037
63100,26,1750882
63200,26,1753736
63300,26,1756426
63400,26,1759484
63500,18,1762570
63600,19,1765454
63700,21,1768072
63800,20,1771168
63900,36,1774131
64000,45,1777298
64100,31,1780006
64200,21,1782879
64300,27,1785954
64400,20,1788816
64500,28,1792172
64600,26,1795163
64700,29,1798171
64800,30,1801032
64900,20,1804085
65000,29,1807180
65100,27,1810240
65200,38,1813161
65300,27,1816323
65400,28,1819467
65500,28,1822724
65600,25,1825680
65700,16,1828081
65800,22,1830897
65900,29,1833256
66000,24,1835894
66100,28,1838323
66200,29,1840712
66300,29,1843390
66400,29,1846058
66500,17,1848842
66600,22,1851341
