N,T,Total_T
89900,154,11991116
90000,138,12006981
90100,176,12023746
90200,100,12034367
90300,123,12045361
90400,87,12056926
90500,102,12068775
90600,123,12081321
90700,113,12092991
90800,112,12105099
90900,112,12118055
91000,138,12131134
91100,154,12144911
91200,86,12157394
91300,112,12169339
91400,99,12182415
91500,138,12195038
91600,127,12208770
91700,125,12222235
91800,125,12235488
91900,166,12249948
92000,125,12263758
92100,137,12278734
92200,99,12292561
92300,113,12305530
92400,124,12331425
92500,126,12343983
92600,139,12357603
92700,125,12371459
92800,100,12384719
92900,138,12398454
93000,126,12412450
93100,152,12427107
93200,101,12442399
93300,140,12455493
93400,137,12469239
93500,155,12483421
93600,122,12498019
93700,112,12513694
93800,137,12527572
93900,150,12542584
94000,137,12558022
94100,151,12573883
94200,177,12590835
94300,122,12602365
94400,97,12614778
94500,113,12627515
94600,112,12640933
94700,154,12654912
94800,113,12667809
94900,138,12681263
95000,125,12695497
95100,168,12709974
95200,139,12725063
95300,113,12738605
95400,123,12751890
95500,125,12766245
95600,136,12780347
95700,152,12795335
95800,139,12810060
95900,151,12824681
96000,115,12840817
96100,151,12856075
96200,153,12872645
96300,126,12887728
96400,110,12900982
96500,152,12915159
96600,140,12929029
96700,167,12972692
96800,112,12987744
96900,123,13002246
97000,148,13017417
97100,151,13032743
97200,152,13048839
97300,126,13065277
97400,153,13079891
97500,169,13095253
97600,129,13111046
97700,154,13127189
97800,126,13144404
97900,168,13159942
98000,155,13176603
98100,166,13193547
98200,167,13211052
98300,207,13229627
98400,71,13238559
98500,87,13248252
98600,87,13258434
98700,98,13269036
98800,111,13280501
98900,101,13290678
99000,112,13301591
99100,111,13313172
99200,89,13325088
99300,127,13337527
99400,87,13348362
99500,113,13359098
99600,87,13370830
99700,125,13382373
99800,126,13394785
99900,123,13406871
100000,97,13418838
100100,99,13431947
100200,126,13444466
100300,137,13458104
100400,89,13470347
100500,100,13480931
100600,124,13492609
100700,126,13503806
100800,100,13516157
100900,100,13528407
101000,101,13540297
101100,138,13552956
101200,116,13581992
