N,T,Total_T
68900,71,3059641
69000,67,3063813
69100,79,3068218
69200,96,3072723
69300,55,3077008
69400,79,3081792
69500,99,3086357
69600,114,3091155
69700,71,3096080
69800,95,3100288
69900,54,3104715
70000,104,3108821
70100,58,3112935
70200,80,3117291
70300,68,3121383
70400,95,3125658
70500,51,3129798
70600,73,3134237
70700,59,3138778
70800,98,3142943
70900,53,3147355
71000,85,3151525
71100,85,3155852
71200,76,3160508
71300,69,3164943
71400,63,3169348
71500,64,3173884
71600,81,3178399
71700,67,3183314
71800,70,3187603
71900,63,3191880
72000,81,3196082
72100,52,3200220
72200,90,3204752
72300,55,3209025
72400,80,3213335
72500,65,3217780
72600,67,3222229
72700,104,3227056
72800,81,3231583
72900,51,3235842
73000,69,3240227
73100,54,3244670
73200,114,3249360
73300,61,3253872
73400,89,3258320
73500,76,3263091
73600,138,3267799
73700,58,3272611
73800,76,3277804
73900,49,3282123
74000,82,3286469
74100,50,3290679
74200,72,3294966
74300,51,3299311
74400,61,3303459
74500,62,3307766
74600,63,3311919
74700,60,3316251
74800,76,3320761
74900,59,3324830
75000,75,3328993
75100,61,3333115
75200,99,3337396
75300,50,3342028
75400,62,3346288
75500,62,3350467
75600,96,3354929
75700,55,3359460
75800,82,3364469
75900,78,3368777
76000,89,3373028
76100,64,3377292
76200,61,3381524
76300,59,3386041
76400,93,3390300
76500,53,3394471
76600,75,3398832
76700,65,3403229
76800,142,3408161
76900,51,3412481
77000,71,3416755
77100,64,3421143
77200,85,3425593
77300,66,3430138
77400,55,3434641
77500,97,3439234
77600,91,3443945
77700,53,3448699
77800,93,3453686
77900,68,3458912
78000,83,3463202
78100,49,3467518
78200,81,3471696
78300,57,3475996
78400,97,3480480
78500,59,3484633
78600,101,3489081
78700,73,3493407
78800,82,3497910
78900,51,3502602
79000,63,3506935
79100,90,3511263
79200,96,3515635
79300,62,3520141
79400,64,3524909
79500,53,3529336
79600,111,3533920
79700,56,3538505
79800,93,3543251
79900,68,3548459
80000,116,3552946
80100,61,3557236
80200,84,3561760
80300,67,3566172
80400,100,3570940
80500,65,3575329
80600,70,3579669
80700,71,3584318
80800,99,3589130
80900,91,3594275
81000,73,3598818
81100,67,3603266
81200,81,3607936
81300,55,3612609
81400,115,3617569
81500,59,3622379
81600,122,3627418
81700,66,3632372
81800,87,3637381
81900,111,3642423
82000,92,3648046
82100,56,3652450
82200,75,3656974
82300,66,3661151
82400,92,3665599
82500,58,3670030
82600,83,3674235
82700,67,3678669
82800,89,3682997
82900,70,3687336
83000,89,3691943
83100,51,3696159
83200,109,3700545
83300,59,3704566
83400,89,3708921
83500,58,3713417
83600,74,3717773
83700,61,3722047
83800,78,3726490
83900,77,3731132
84000,94,3736030
84100,54,3740414
84200,52,3744546
84300,51,3748875
84400,93,3753136
84500,62,3757634
84600,57,3761883
84700,67,3766182
84800,93,3770714
84900,55,3775155
85000,91,3780094
85100,64,3784371
85200,86,3788706
85300,54,3793037
85400,65,3797555
85500,120,3802208
85600,89,3806618
85700,61,3811117
85800,72,3815778
85900,66,3820416
86000,123,3825525
86100,68,3830557
86200,80,3835090
86300,58,3839514
86400,123,3843998
86500,65,3848446
86600,74,3852873
86700,62,3857134
86800,92,3861579
86900,67,3865811
87000,90,3870411
87100,71,3875160
87200,73,3879565
87300,59,3883983
87400,64,3888303
87500,70,3892894
87600,95,3897800
87700,56,3902179
87800,111,3906740
87900,85,3911420
88000,118,3916297
88100,61,3921463
88200,89,3926032
88300,57,3930321
88400,89,3934754
88500,62,3939078
88600,65,3943776
88700,85,3948118
88800,110,3952556
88900,54,3957185
89000,76,3961910
89100,73,3967002
89200,103,3971439
89300,67,3975944
89400,82,3980564
89500,82,3985189
89600,147,3990237
89700,57,3994755
89800,93,3999493
89900,75,4004539
90000,79,4009605
90100,88,4014757
90200,104,4019865
90300,96,4024406
90400,73,4029006
90500,61,4033510
90600,94,4037987
90700,58,4042482
90800,98,4046796
90900,53,4051227
91000,95,4055617
91100,76,4060167
91200,112,4064975
91300,52,4069300
91400,74,4073799
91500,74,4078040
91600,85,4082552
91700,64,4087357
91800,74,4091835
91900,76,4096363
92000,82,4100855
92100,56,4105655
92200,89,4110834
92300,92,4115329
92400,96,4119712
92500,61,4124076
92600,91,4128606
92700,61,4133256
92800,120,4137716
92900,62,4142087
93000,68,4146878
93100,67,4151506
93200,99,4156649
93300,67,4161110
93400,76,4165593
93500,78,4170160
93600,109,4174777
93700,86,4179792
93800,72,4184476
93900,60,4189132
94000,90,4194073
94100,67,4198999
94200,105,4204483
94300,94,4209504
94400,105,4214044
94500,51,4218658
94600,64,4223175
94700,87,4227720
94800,73,4232430
94900,55,4236855
95000,94,4241625
95100,75,4246122
95200,121,4250967
95300,76,4255896
95400,66,4260420
95500,52,4264998
95600,92,4269491
95700,57,4274286
95800,76,4279311
95900,77,4283913
96000,111,4288919
96100,87,4293548
96200,82,4298717
96300,89,4304183
96400,93,4308921
96500,92,4313559
96600,88,4318166
96700,71,4322756
96800,88,4327670
96900,64,4332249
97000,99,4336957
97100,70,4341686
97200,98,4346618
97300,74,4351860
97400,62,4356547
97500,68,4361103
97600,98,4365942
97700,60,4370596
97800,96,4375841
97900,72,4380575
98000,79,4385456
98100,71,4390629
98200,83,4396211
98300,137,4402123
98400,88,4407466
98500,53,4411891
98600,66,4416299
98700,47,4420650
98800,111,4425020
98900,59,4429393
99000,77,4433578
99100,69,4437918
99200,120,4442242
99300,54,4446571
99400,82,4451187
99500,60,4455402
99600,84,4459715
99700,61,4463895
99800,79,4468335
99900,60,4472843
100000,82,4477030
100100,76,4481579
100200,91,4485901
100300,77,4490514
100400,80,4495321
100500,64,4499529
100600,100,4503824
100700,67,4507958
100800,103,4512364
100900,58,4516886
101000,60,4521208
101100,55,4525533
101200,57,4529995
101300,55,4534501
101400,90,4539364
101500,54,4543775
101600,102,4548103
101700,52,4552439
101800,77,4556831
101900,51,4561784
102000,81,4566081
102100,55,4570465
102200,58,4575230
102300,58,4579779
102400,217,4585036
102500,49,4589691
102600,83,4594180
102700,53,4598548
102800,69,4603114
102900,56,4607613
103000,76,4612146
103100,67,4616451
103200,96,4620937
103300,51,4625403
103400,67,4629978
103500,51,4634590
103600,92,4638908
103700,52,4643234
103800,89,4647566
103900,89,4652142
104000,82,4656788
104100,54,4661160
104200,81,4665849
104300,70,4670243
104400,83,4675088
104500,60,4680119
104600,64,4684567
104700,83,4688874
104800,95,4693293
104900,75,4697828
105000,54,4702431
105100,55,4706771
105200,108,4711244
105300,56,4715842
105400,97,4720575
105500,64,4725669
105600,105,4730239
105700,61,4734590
105800,55,4739185
105900,69,4743772
106000,81,4748787
106100,58,4753254
106200,77,4757958
106300,78,4762874
106400,106,4767787
106500,77,4773325
106600,67,4777968
106700,51,4782467
106800,90,4786995
106900,68,4791327
107000,101,4795935
107100,61,4800218
107200,103,4804551
107300,63,4809055
107400,66,4813528
107500,58,4818008
107600,70,4822661
107700,64,4826981
107800,62,4831407
107900,74,4835718
108000,118,4840158
108100,69,4844747
108200,66,4849066
108300,55,4853753
108400,114,4858214
108500,66,4862927
108600,65,4867899
108700,62,4872346
108800,111,4876821
108900,62,4881206
109000,62,4885679
109100,70,4890376
109200,80,4894882
109300,68,4899347
109400,61,4903946
109500,94,4908728
109600,92,4913802
109700,85,4918318
109800,59,4922686
109900,65,4927248
110000,108,4931893
110100,64,4936940
110200,71,4941458
110300,69,4946057
110400,115,4951050
110500,57,4955951
110600,85,4961314
110700,53,4965996
110800,66,4970532
110900,63,4975069
111000,73,4979538
111100,89,4984129
111200,102,4988800
111300,73,4993221
111400,55,4997709
111500,75,5002394
111600,106,5007081
111700,72,5011757
111800,58,5016163
111900,67,5020710
112000,116,5025195
112100,59,5029824
112200,84,5034612
112300,66,5039168
112400,94,5044128
112500,71,5048746
112600,91,5053682
112700,74,5059057
112800,86,5063581
112900,68,5068223
113000,82,5072681
113100,69,5077325
113200,89,5082142
113300,65,5086736
113400,109,5091455
113500,61,5096100
113600,133,5101177
113700,79,5106334
113800,57,5110954
113900,62,5115491
114000,70,5120525
114100,61,5125341
114200,87,5130767
114300,113,5135566
114400,107,5140466
114500,57,5145525
114600,82,5150652
114700,60,5156661
114800,95,5161488
114900,52,5165942
115000,81,5170606
115100,100,5175018
115200,144,5179802
115300,52,5184140
115400,63,5188551
115500,70,5193123
115600,74,5197613
115700,87,5202244
115800,54,5206864
115900,69,5211296
116000,90,5215883
116100,61,5220287
116200,84,5224827
116300,53,5229407
116400,90,5233848
116500,73,5238491
116600,106,5243091
116700,84,5247925
116800,88,5252985
116900,51,5257433
117000,75,5261958
117100,67,5266344
117200,89,5270796
117300,54,5275334
117400,56,5279715
117500,73,5284192
117600,90,5288617
117700,57,5293270
117800,75,5298217
117900,74,5302702
118000,91,5307164
118100,55,5311630
118200,81,5316293
118300,83,5321328
118400,128,5325957
118500,60,5330517
118600,58,5335377
118700,59,5340221
118800,87,5345708
118900,55,5350358
119000,82,5354868
119100,66,5359490
119200,99,5364000
119300,75,5368783
119400,78,5373316
119500,74,5377764
119600,81,5382408
119700,57,5387031
119800,117,5391733
119900,64,5396512
120000,103,5401022
120100,63,5405543
120200,55,5410126
120300,70,5414746
120400,76,5419557
120500,65,5424027
120600,94,5428855
120700,119,5433580
120800,121,5438531
120900,79,5443852
121000,93,5448387
121100,54,5452985
121200,104,5457437
121300,63,5462048
121400,67,5466850
121500,57,5471388
121600,128,5476190
121700,64,5480745
121800,68,5485644
121900,64,5490741
122000,83,5495379
122100,62,5500116
122200,70,5504852
122300,115,5509747
122400,90,5515101
122500,81,5519878
122600,62,5524776
122700,69,5529815
122800,88,5534994
122900,81,5540854
123000,94,5545688
123100,67,5550319
123200,117,5555149
123300,55,5559741
123400,89,5564727
123500,55,5569079
123600,77,5573514
123700,61,5578111
123800,67,5582654
123900,117,5587462
124000,114,5592120
124100,54,5596606
124200,63,5601166
124300,55,5605672
124400,91,5610235
124500,56,5615001
124600,62,5619486
124700,83,5624376
124800,150,5629269
124900,62,5634070
125000,102,5639242
125100,62,5643877
125200,97,5648540
125300,73,5653033
125400,82,5657645
125500,59,5662485
125600,93,5667045
125700,54,5671890
125800,87,5676433
125900,79,5681312
126000,108,5686403
126100,64,5691125
126200,119,5695750
126300,69,5700390
126400,117,5705218
126500,55,5710327
126600,69,5715019
126700,74,5719778
126800,85,5724808
126900,63,5729804
127000,90,5735648
127100,92,5740491
127200,108,5745126
127300,64,5749784
127400,76,5754522
127500,81,5759326
127600,85,5763891
127700,66,5768623
127800,70,5773561
127900,79,5778385
128000,143,5783620
128100,55,5788286
128200,68,5792909
128300,76,5797723
128400,83,5802592
128500,64,5807457
128600,87,5812359
128700,83,5817122
128800,86,5822296
128900,72,5827377
129000,97,5832645
129100,65,5838011
129200,96,5842773
129300,69,5847588
129400,95,5852240
129500,66,5857136
129600,97,5862193
129700,75,5867000
129800,75,5872011
129900,92,5876923
130000,84,5882167
130100,65,5887638
130200,79,5892420
130300,70,5897275
130400,107,5902032
130500,62,5907161
130600,97,5912590
130700,62,5917550
130800,117,5922563
130900,76,5927741
131000,128,5932999
131100,90,5939220
131200,89,5943827
131300,53,5947986
131400,62,5952095
131500,59,5956109
131600,84,5960612
131700,56,5964499
131800,99,5968483
131900,75,5972717
132000,101,5976943
132100,67,5981622
132200,50,5985512
132300,49,5989516
132400,77,5993679
132500,49,5997739
132600,93,6002141
132700,60,6006161
132800,109,6010416
132900,49,6014726
133000,90,6019059
133100,97,6023957
133200,85,6028627
133300,49,6032588
133400,70,6036862
133500,67,6041008
133600,84,6045345
133700,53,6049446
133800,75,6053468
133900,49,6057805
134000,80,6061978
134100,55,6066306
134200,78,6070924
134300,59,6075068
134400,119,6079521
134500,51,6083700
134600,69,6088005
134700,60,6092495
134800,88,6096914
134900,68,6101341
135000,91,6106022
135100,58,6110600
135200,109,6115828
135300,67,6120166
135400,52,6124295
135500,56,6128721
135600,90,6132918
135700,54,6137255
135800,60,6141430
135900,65,6145600
136000,73,6149886
136100,60,6154245
136200,68,6158832
136300,51,6163049
136400,85,6167233
136500,59,6171474
136600,64,6175627
136700,110,6180009
136800,81,6184386
136900,61,6188722
137000,84,6193279
137100,54,6197824
137200,135,6202608
137300,68,6207368
137400,93,6211767
137500,51,6216094
137600,136,6220588
137700,79,6225312
137800,77,6229738
137900,54,6233874
138000,85,6238345
138100,62,6242645
138200,85,6247197
138300,54,6252033
138400,87,6256261
138500,53,6260881
138600,61,6265563
138700,61,6270573
138800,83,6275688
138900,54,6280095
139000,122,6284647
139100,59,6289217
139200,136,6294159
139300,70,6299391
139400,51,6303886
139500,84,6308074
139600,70,6312226
139700,58,6316518
139800,58,6320950
139900,80,6325014
140000,98,6329073
140100,58,6333349
140200,86,6337633
140300,61,6342308
140400,81,6346516
140500,52,6350735
140600,61,6354994
140700,72,6359223
140800,135,6363704
140900,68,6367808
141000,83,6372340
141100,61,6376677
141200,77,6381177
141300,68,6385754
141400,73,6390635
141500,66,6394760
141600,96,6399080
141700,49,6403298
141800,84,6407497
141900,52,6411797
142000,66,6415907
142100,60,6420395
142200,69,6424726
142300,73,6429182
142400,76,6433912
142500,50,6438136
142600,92,6442567
142700,81,6446834
142800,61,6451342
142900,69,6455971
143000,66,6460443
143100,109,6465148
143200,110,6469732
143300,57,6474493
143400,80,6479738
143500,71,6484245
143600,67,6488549
143700,58,6492834
143800,81,6497178
143900,61,6501694
144000,125,6505985
144100,68,6510172
144200,54,6514517
144300,66,6518906
144400,88,6523767
144500,60,6528099
144600,81,6532501
144700,62,6536854
144800,105,6541236
144900,69,6546075
145000,54,6550394
145100,68,6554779
145200,79,6559451
145300,55,6564093
145400,131,6569057
145500,55,6573785
145600,95,6578171
145700,59,6582592
145800,77,6587036
145900,56,6591438
146000,85,6595944
146100,56,6600300
146200,64,6604869
146300,113,6609619
146400,103,6614403
146500,51,6619235
146600,66,6623673
146700,70,6628377
146800,100,6632857
146900,68,6637489
147000,77,6642403
147100,57,6646909
147200,145,6651849
147300,58,6656544
147400,75,6661627
147500,47,6667074
147600,88,6671653
147700,52,6675884
147800,83,6680162
147900,78,6684778
148000,98,6689362
148100,54,6693752
148200,77,6698011
148300,59,6702368
148400,88,6706722
148500,78,6711533
148600,68,6715747
148700,56,6719963
148800,104,6724258
148900,50,6728465
