N,T,Total_T
129100,54,11224967
129200,77,11233916
129300,53,11242219
129400,96,11254792
129500,76,11265255
129600,142,11274497
129700,182,11282881
129800,87,11293600
129900,72,11302550
130000,83,11312008
130100,90,11322755
130200,78,11331474
130300,79,11340917
130400,98,11350430
130500,67,11361162
130600,78,11370811
130700,73,11381362
130800,123,11390752
130900,76,11400144
131000,94,11408945
131100,80,11418813
131200,88,11427629
131300,57,11435721
131400,59,11444906
131500,63,11452839
131600,73,11464435
131700,46,11472983
131800,67,11480133
131900,74,11488001
132000,82,11496188
132100,76,11504751
132200,56,11512723
132300,46,11521351
132400,62,11528908
132500,47,11536738
132600,84,11545155
132700,47,11553566
132800,102,11561347
132900,67,11570031
133000,64,11577928
133100,69,11586565
133200,78,11595085
133300,56,11603140
133400,80,11611071
133500,127,11618872
133600,98,11626988
133700,131,11635130
133800,58,11642805
133900,140,11650188
134000,90,11656971
134100,51,11665507
134200,82,11674087
134300,57,11682631
134400,105,11690374
134500,58,11698251
134600,60,11707720
134700,85,11715722
134800,54,11723288
134900,52,11732227
135000,78,11740429
135100,87,11748876
135200,85,11758823
135300,72,11766798
135400,89,11775164
135500,61,11783113
135600,99,11790406
135700,158,11799185
135800,84,11807067
135900,152,11815262
136000,88,11823210
136100,125,11831457
136200,74,11839998
136300,72,11848364
136400,70,11855679
136500,49,11863773
136600,109,11872438
136700,101,11881943
136800,79,11890622
136900,82,11897773
137000,108,11906676
137100,138,11915326
137200,179,11923850
137300,67,11933312
137400,239,11942449
137500,59,11951088
137600,119,11960308
137700,78,11969617
137800,74,11978025
137900,61,11987694
138000,82,11996815
138100,52,12005326
138200,82,12014203
138300,89,12023321
138400,78,12033262
138500,83,12042777
138600,71,12050658
138700,147,12058760
138800,88,12068236
138900,69,12076344
139000,147,12084883
139100,254,12093631
139200,91,12103049
139300,58,12114238
139400,71,12122422
139500,76,12130121
139600,79,12138889
139700,57,12146593
139800,68,12154708
139900,110,12162844
140000,101,12171222
140100,47,12180093
140200,79,12189239
140300,70,12198742
140400,84,12207422
140500,57,12214994
140600,72,12222781
140700,99,12231274
140800,126,12239655
140900,115,12248565
141000,126,12259013
141100,70,12269509
141200,70,12277806
141300,61,12286022
141400,60,12295276
141500,88,12306322
141600,88,12316639
141700,153,12324867
141800,115,12333300
141900,115,12341484
142000,77,12349815
142100,64,12358529
142200,85,12366231
142300,89,12374789
142400,75,12383595
142500,58,12391555
142600,111,12400014
142700,134,12408037
142800,123,12416483
142900,66,12425347
143000,61,12433030
143100,89,12441953
143200,89,12449310
143300,65,12458081
143400,80,12467809
143500,72,12476599
143600,95,12484955
143700,78,12494471
143800,161,12502785
143900,57,12511511
144000,100,12519839
144100,67,12529544
144200,71,12537728
144300,127,12545763
144400,78,12555933
144500,108,12564301
144600,61,12572142
144700,67,12580489
144800,95,12588993
144900,152,12597235
145000,61,12605712
145100,52,12613552
145200,89,12621617
145300,73,12629582
145400,148,12638699
145500,79,12648307
145600,104,12656505
145700,133,12665331
145800,71,12673260
145900,71,12682473
146000,82,12691764
146100,64,12699279
146200,78,12708324
146300,75,12717248
146400,120,12727508
146500,81,12738393
146600,52,12747239
146700,73,12755632
146800,168,12765006
146900,66,12773349
147000,67,12782973
147100,159,12792769
147200,113,12801406
147300,56,12810246
147400,74,12819551
147500,73,12828446
147600,420,12838775
147700,153,12847640
147800,87,12855729
147900,84,12867070
148000,78,12875174
148100,144,12883108
148200,79,12891255
148300,57,12900046
148400,90,12907992
148500,77,12917420
148600,79,12925108
148700,164,12933451
148800,99,12942181
148900,47,12951646
149000,70,12960142
149100,62,12968192
149200,70,12976488
149300,70,12984601
149400,118,12992804
149500,93,13001584
149600,84,13010929
149700,79,13018590
149800,66,13025971
149900,126,13034789
150000,106,13042689
150100,80,13051194
150200,78,13058509
150300,57,13067390
150400,117,13076218
150500,54,13084384
150600,90,13092756
150700,85,13100996
150800,93,13109576
150900,61,13117749
151000,84,13126153
151100,70,13134951
151200,233,13143899
151300,146,13152768
151400,76,13161440
151500,105,13170080
151600,88,13179516
151700,47,13187744
151800,108,13195980
151900,77,13204349
152000,107,13212911
152100,78,13222357
152200,85,13233013
152300,69,13242461
152400,69,13250376
152500,70,13258564
152600,76,13267461
152700,139,13275409
152800,101,13283770
152900,58,13291676
153000,50,13300947
153100,71,13309377
153200,91,13317754
153300,116,13325233
153400,55,13333501
153500,56,13341955
153600,151,13350847
153700,72,13360204
153800,58,13368787
153900,90,13377163
154000,124,13385021
154100,59,13392985
154200,73,13401624
154300,66,13409460
154400,206,13417942
154500,250,13426797
154600,65,13435641
154700,82,13445032
154800,86,13452711
154900,131,13460420
155000,84,13469112
155100,84,13477889
155200,94,13486550
155300,54,13494703
155400,54,13503815
155500,70,13511897
155600,93,13521761
155700,126,13531235
155800,221,13540194
155900,68,13550646
156000,83,13559102
156100,94,13567102
156200,76,13575372
156300,71,13583969
156400,103,13592362
156500,50,13600477
